Kind, Manufacturer, Pattern Name, Pattern Number, Item Number, Description
silver, Wards Silverplate (See Ohs), Arpege, n/a, 391727,  STAINLESS,OUTLINE EDGE,ROUND TIP
silver, Wards Silverplate (See Ohs), Arris, n/a, 155659,  STNLS, GLOSSY, CENTER RIDGES
silver, Wards Silverplate (See Ohs), Artesano (Stainless), n/a, 416654,  STAINLESS,18/10,GLOSSY,OUTLINE,SCALLOPED
silver, Wards Silverplate (See Ohs), Artesia (Stainless), n/a, 191186,  STAINLESS,BEVELED EDGE,GLOSSY
silver, Wards Silverplate (See Ohs), Artistic (Slvrplate, 1940), 1940, 72341,  SILVERPLATE, 1940, BOUQUET CENTER
silver, Wards Silverplate (See Ohs), Artistic (Stainless), n/a, 72343,  STAINLESS,NORTHLAND,BLACK ACCENT
silver, Wards Silverplate (See Ohs), Artistic (Stainless), n/a, 72344,  STAINLESS, WM A ROGERS, PREMIER
silver, Wards Silverplate (See Ohs), Arundel (Silverplate, 1899), 1899, 72345,  SILVERPLATE, 1899
silver, Wards Silverplate (See Ohs), Ascot (Silverplt,Holloware), 0316, 72347,  SILVERPLATE,COMMUNITY, HOLLOWWARE
silver, Wards Silverplate (See Ohs), Ascot (Slvrplt, 1886), 1886, 72346,  SILVERPLATE, 1886   PAIRPOINT MFG. CO.
silver, Wards Silverplate (See Ohs), Ashby(Silverplate,Hollowware), n/a, 211711,  SILVERPLATE,HOLLOWWARE
silver, Wards Silverplate (See Ohs), Ashmore (Stainless-Burnished Hdl), n/a, 72348,  STAINLESS, BURNISHED, BLACK ACCT
silver, Wards Silverplate (See Ohs), Ashton (Stainless), n/a, 302531,  STNLS, 18/10, 2007, KING DESIGN
silver, Wards Silverplate (See Ohs), Astair (Stainless), n/a, 416750,  STAINLESS,18/0,GLOSSY,OUTLINE,PLAIN
silver, Wards Silverplate (See Ohs), Asteria (Stainless), n/a, 392705,  STAINLESS,18/10,GLOSSY,PLAIN,POINTED TIP
silver, Wards Silverplate (See Ohs), Astor (Silverplate), n/a, 360009,  SILVERPLATE,HOTEL PLATE,FLOWER TIP
silver, Wards Silverplate (See Ohs), Astragal (Slvpt,1996), 1996, 72349,  SILVERPLATE, 1996
silver, Wards Silverplate (See Ohs), Astragal (Stainless), T119, 182271,  STAINLESS,2000,HEIRLOOM,18/10
silver, Wards Silverplate (See Ohs), Astrid (Stainless), 787, 219966,  STAINLESS,HEIRLOOM,18/10,SATIN
silver, Wards Silverplate (See Ohs), Astrid (Stainless, Hollowware), 8800, 229659,  STAINLESS, 18/8, HOLLOWWARE &AMP; GIFTWARE
silver, Wards Silverplate (See Ohs), Athena (Stainless), n/a, 314119,  STAINLESS,18/10,GLOSSY,GREEK KEY TIP
silver, Wards Silverplate (See Ohs), Athena (Stainless), n/a, 355744,  STAINLESS,RIDGES,VERTICAL,ROUND TIP
silver, Wards Silverplate (See Ohs), Attalia (Stainless), n/a, 271794,  STAINLESS,18/0,GLOSSY,CHINA
silver, Wards Silverplate (See Ohs), Augusta (Stainless), n/a, 410131,  STAINLESS,18/0,SATIN,GLOSSY,SCROLL TIP
silver, Wards Silverplate (See Ohs), Aurora (Silverplate, 1930), 1930, 72352,  SILVERPLATE, 1930   OXFORD SILVERPLATE
silver, Wards Silverplate (See Ohs), Aurora (Stainless), n/a, 335448,  STAINLESS,BURNISHED HANDLE,GLOSSY BAND
silver, Wards Silverplate (See Ohs), Austere, 2626, 128362,  STAINLESS, DELUXE,  ROUND TIP, FROSTED
silver, Wards Silverplate (See Ohs), Autumn Memory (Stainless), n/a, 72351,  STAINLESS, CUSTOM,  GLOSSYBWL,TEXTUREHD
silver, Wards Silverplate (See Ohs), Avalon (Silverplate, 1901, Monograms), 1901, 222026,  SILVERPLATE, 1901, MONOGRAMS
silver, Wards Silverplate (See Ohs), Avalon (Silverplate, 1901, No Monograms), 1901, 72353,  SILVERPLATE, 1901, NO MONOGRAMS
silver, Wards Silverplate (See Ohs), Avian (Stainless), 197, 205076,  STAINLESS, 18% CHROME, MULTISIDED TIP
silver, Wards Silverplate (See Ohs), Avion (Silverplate, 1929), 1929, 72354,  SILVERPLATE, 1929, 1881 ROGERS
silver, Wards Silverplate (See Ohs), Avondale (Stainless), n/a, 227324,  STAINLESS, 18/10, ROPE BANDS AT HEEL
silver, Wards Silverplate (See Ohs), Avondale (Stainless), n/a, 321861,  STAINLESS,18/10,VERTICAL BANDS,FLAT TIP
silver, Wards Silverplate (See Ohs), Axis (Stainless), 2001, 205053,  STAINLESS, SINGLE TWIST IN HANDLE
silver, Wards Silverplate (See Ohs), Azalea (Stainless), n/a, 208335,  STAINLESS,18/0,FLORAL TIP &AMP; HEEL,GLOSSY
silver, Wards Silverplate (See Ohs), Aztec/Encore (Stnls, Wm A Rogers), n/a, 72355,  STNLS, 1991, GLOSSY, WM A ROGRS,
silver, Wards Silverplate (See Ohs), Bach (Stainless), n/a, 314816,  MULTISIDED TIP,18/10,GLOSSY
silver, Wards Silverplate (See Ohs), Bague (Stainless), B735, 405679,  STAINLESS, 18/0, CENTER RIDGE
silver, Wards Silverplate (See Ohs), Baguette (Silverplate), n/a, 265072,  HOTEL SILVERPLATE,NO DESIGN,LARGE WINGS
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Wards Silverplate (See Ohs), None, n/a, n/a, n/a
silver, Warner, WNZ1 (SILVERPLATE), n/a, 224208,  SILVERPLATE,SCROLL HANDLE
silver, Warner, WNZ2 (COIN), n/a, 266323,  COIN SILVER,ZIG-ZAG LINES,TWIST HANDLE
silver, Warner, WNZ3 (SILVERPLATE), n/a, 288255,  SILVERPLATE,ROUND INDENTED TIP,PLAIN HDL
silver, Warrin Silver Co, WRP1 (SILVERPLATE,1847), 1847, 209569,  SILVERPLATE,1847,GLOSSY,SCROLLS
silver, Warwick Silver Plate, 105 (SILVERPLATE, HOLLOWWARE), 105, 328350,  SILVERPLATE,HOLLOWWARE, FLORAL
silver, Warwick Silver Plate, 3886 (SILVERPLATE HOLLOWWARE), 3886, 350946,  SILVERPLATE HOLLOWWARE ONLY
silver, Warwick Silver Plate, WAW1, n/a, 111013,  SILVERPLATE, NEWYORK
silver, Warwick Silver Plate, WAW2 (SILVERPLATE), n/a, 162062,  SILVERPLATE,GLOSSY,WREATH
silver, Washington Forge Silver, Athens, n/a, 156143,  STAINLESS,18/8,RIBBED HANDLE,GLOSSY
silver, Washington Forge Silver, Au Rose, n/a, 110172,  STAINLESS, KOREA,   GLOSSY
silver, Washington Forge Silver, Autumn Rose (Stnls), n/a, 110173,  STAINLESS, WF, CHINAGLOSSY FINISH
silver, Washington Forge Silver, Brookmere (Stainles), n/a, 110174,  STAINLESS, KOREA    BEADED, GLOSSY
silver, Washington Forge Silver, Cambria (Stainless), n/a, 287762,  STAINLESS, W/F, KOREA, FIDDLE HANDLE
silver, Washington Forge Silver, Capri-Black, n/a, 156157,  STAINLESS,BLACK PLASTIC HANDLE
silver, Washington Forge Silver, Capri-Blue, n/a, 156168,  STAINLESS,BLUE PLASTIC HANDLE
silver, Washington Forge Silver, Capri-Eggplant (Stainless), n/a, 339094,  STAINLESS, EGGPLANT PLASTIC HANDLE
silver, Washington Forge Silver, Capri-Green, n/a, 156159,  STAINLESS,GREEN PLASTIC HANDLE
silver, Washington Forge Silver, Capri-Midas (Stainless), n/a, 339099,  STAINLESS, MIDAS PLASTIC HANDLE
silver, Washington Forge Silver, Capri-Rose (Stainless), n/a, 339100,  STAINLESS, ROSE PLASTIC HANDLE
silver, Washington Forge Silver, Capri-Sage (Stainless), n/a, 339101,  STAINLESS, SAGE GREEN PLASTIC HANDLE
silver, Washington Forge Silver, Capri-Steel (Stainless), n/a, 339103,  STAINLESS, STEEL (GRAY) PLASTIC HANDLE
silver, Washington Forge Silver, Capri-Terra Cotta (Stainless), n/a, 339104,  STAINLESS, TERRA COTTA PLASTIC HANDLE
silver, Washington Forge Silver, Capri-Toscano (Stainless), n/a, 339105,  STAINLESS, TOSCANO PLASTIC HANDLE
silver, Washington Forge Silver, Capri-Vanilla (Stainless), n/a, 339106,  STAINLESS, VANILLA PLASTIC HANDLE
silver, Washington Forge Silver, Capri-White, n/a, 156158,  STAINLESS,WHITE PLASTIC HANDLE
silver, Washington Forge Silver, Carolyn (Stainless), n/a, 110178,  STAINLESS, SATIN    KOREA
silver, Washington Forge Silver, Carousel-Black, n/a, 110175,  STAINLESS, RIVETS, BLACK HANDLES
silver, Washington Forge Silver, Carousel-Blue, n/a, 110176,  STAINLESS, RIVETS, BLUE HANDLES
silver, Washington Forge Silver, Carousel-Brown, n/a, 110177,  STAINLESS, RIVETS, BROWN PLASTIC HNDLE
silver, Washington Forge Silver, Charleston Classic (Stainless), n/a, 110180,  STAINLESS, ROSE, DOTS, GLOSSY, KOREA
silver, Washington Forge Silver, Chillers-Blue, n/a, 156170,  STAINLESS,BLUE HANDLE
silver, Washington Forge Silver, Chillers-Clear, n/a, 156173,  STAINLESS,CLEAR HANDLE
silver, Washington Forge Silver, Chillers-Green, n/a, 156171,  STAINLESS,GREEN HANDLE
silver, Washington Forge Silver, Chillers-Lime Green (Stainless), n/a, 339174,  STAINLESS, LIME GREEN PLASTIC HANDLE
silver, Washington Forge Silver, Chillers-Orange (Stainless), n/a, 339176,  STAINLESS, ORANGE PLASTIC HANDLE
silver, Washington Forge Silver, Chillers-Red, n/a, 156172,  STAINLESS,RED HANDLE
silver, Washington Forge Silver, Chillers-Teal (Stainless), n/a, 339177,  STAINLESS, TEAL PLASTIC HANDLES
silver, Washington Forge Silver, Chillers-Yellow, n/a, 156174,  STAINLESS,YELLOW HANDLE
silver, Washington Forge Silver, Coeur D'alene, n/a, 110181,  STAINLESS, KOREA, ROSES, GLOSSY 
silver, Washington Forge Silver, Crestmont (Stnls), n/a, 110182,  STAINLESS, JAPAN, TEXTURED
silver, Washington Forge Silver, Danielle (Stainless), n/a, 110183,  STAINLESS, CHINA    GLOSSY
silver, Washington Forge Silver, Del Azar, n/a, 110184,  STAINLESS, KOREA,   BLACK TEXTURED HDL
silver, Washington Forge Silver, Delprado, n/a, 110185,  STAINLESS, SQUARE DOT DESIGN
silver, Washington Forge Silver, Fiesta (Gold Elecplt), n/a, 110186,  GOLD ELECTROPLATE,  FLORAL HANDLE
silver, Washington Forge Silver, Grande Gingham-Blue, n/a, 156154,  STAINLESS,BLUE/WHITE PLAID HANDLE
silver, Washington Forge Silver, Grande Gingham-Green, n/a, 156153,  STAINLESS,GREEN/WHITE PLAID HANDLE
silver, Washington Forge Silver, Grande Gingham-Red, n/a, 156155,  STAINLESS,RED/WHITE PLAID HANDLE
silver, Washington Forge Silver, Grande Gingham-Yellow (Stainless), n/a, 339180,  STAINLESS, YELLOW/WHITE PLAID HANDLE
silver, Washington Forge Silver, Grenoble (Stainless), n/a, 110187,  STAINLESS, BLACK HANDLE
silver, Washington Forge Silver, Kona (Stainless), n/a, 110188,  STAINLESS, WF, KOREAGLOSSY,BAMBOODESIGN
silver, Washington Forge Silver, La Senda, n/a, 110190,  STAINLESS, KOREA,   BLACK TEXTURED HDL
silver, Washington Forge Silver, Larissa (Stainless), n/a, 110189,  STAINLESS, KOREA, FLARE TIP, GLOSSY 
silver, Washington Forge Silver, Majestic Star (Stainless), n/a, 340196,  STAINLESS, TITANIC
silver, Washington Forge Silver, Mardi Gras - Rosewood (Stainless), n/a, 266465,  CLASSIC,JAPAN,WOOD HANDLE,3 RIVETS
silver, Washington Forge Silver, Mardi Gras-Berry, n/a, 156032,  STAINLESS,BERRY PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-Black (Stainless), n/a, 110191,  STAINLESS, BLACK PLASTIC HDL
silver, Washington Forge Silver, Mardi Gras-Blue (Williamsburg), n/a, 110192,  STAINLESS,WILLIAMSBURG BLUE
silver, Washington Forge Silver, Mardi Gras-Brown, n/a, 110193,  STAINLESS,KOREA,BROWN SYNTH HDL,GLSYBWL
silver, Washington Forge Silver, Mardi Gras-Burgundy, n/a, 110194,  STAINLESS, BURGUNDY PLASTIC HDL
silver, Washington Forge Silver, Mardi Gras-Cream/Vanilla (Stainless), n/a, 110195,  STAINLESS, CREAM/VANILLA PLASTIC HDL
silver, Washington Forge Silver, Mardi Gras-Eggplant, n/a, 156033,  STAINLESS, EGGPLANT PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-Gray (Stainless), n/a, 110197,  STAINLESS, GRAY PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-Green (Hunter), n/a, 110196,  STAINLESS,HUNTER GREEN PLASTIC HDL
silver, Washington Forge Silver, Mardi Gras-Leaf Green (Stainless), n/a, 339183,  STAINLESS, LEAF GREEN PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-Mauve (Stainless), n/a, 110198,  STAINLESS, MAUVE PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-Midas (Stainless), n/a, 339184,  STAINLESS, MIDAS PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-Navy/Cobalt (Stainless), n/a, 110199,  STAINLESS, NAVY/COBALT PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-Peach (Stainless), n/a, 110200,  STAINLESS, PEACH PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-Periwinkle Blue (Stainless), n/a, 194373,  STAINLESS, PERIWINKLE BLUE, THAILAND
silver, Washington Forge Silver, Mardi Gras-Red (Stnl), n/a, 110201,  STAINLESS, WF, RED PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-Rose (Stnls), n/a, 110202,  STAINLESS, ROSE PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-Sky Blue, n/a, 110203,  STAINLESS,SKY BLUE PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-Teal, n/a, 110204,  STAINLESS, TEAL PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-White, n/a, 110205,  STAINLESS, WHITE PLASTIC HANDLE
silver, Washington Forge Silver, Mardi Gras-Yellow (Stainless), n/a, 131320,  STNLS, GOLDEN YELLOW PLASTIC HDL
silver, Washington Forge Silver, Monmouth (Stainless), n/a, 110207,  STAINLESS, OAR SHAPE HDL,  SATIN 
silver, Washington Forge Silver, Morning Calm (Stnls), n/a, 110206,  STAINLESS, KOREA, GLOSSY 
silver, Washington Forge Silver, Mystique (Stnls), n/a, 110208,  STAINLESS, OVAL, DOTS
silver, Washington Forge Silver, Nantucket, n/a, 110209,  STAINLESS, TAIWAN,  SATIN
silver, Washington Forge Silver, Neptune (Stainless), n/a, 110210,  STAINLESS, KOREA, RIBBED, GLOSSY
silver, Washington Forge Silver, Nordic Morn (Stainless), n/a, 240532,  STNLS TIP.BLACK HANDLE WITH 2 RIVETS
silver, Washington Forge Silver, Northern Sea (Stainless), n/a, 110211,  STAINLESS, SATIN, JAPAN
silver, Washington Forge Silver, Plateau, n/a, 156035,  STAINLESS,GOLD ACCENT,GLOSSY
silver, Washington Forge Silver, Princeton (Stnls), n/a, 110212,  STAINLESS,KOREA,GLOSSY,PIERCED,FLORAL
silver, Washington Forge Silver, Rainier (Stainless), n/a, 110213,  STAINLESS, KOREA, SHELL TIP, GLOSSY 
silver, Washington Forge Silver, Roma, n/a, 156142,  STAINLESS,18/8,CYLINDER SHAPED
silver, Washington Forge Silver, Sarah (Stnlss), n/a, 110214,  STAINLESS, CHINA    GLOSSY
silver, Washington Forge Silver, Sierra, n/a, 110215,  STAINLESS, JAPAN, BLACK ACCT, SCROLLS
silver, Washington Forge Silver, Southbury (Stainless), n/a, 110216,  STNLS,KOREA,GLOSSY,PLAIN RND END HDL
silver, Washington Forge Silver, Spirit Of 76, n/a, 110217,  STAINLESS,TIPPED END, CENTER RIDGE
silver, Washington Forge Silver, Spirit Of America (Stainless), n/a, 110218,  STNLS, WF,TM,JAPAN,KOREA,SATIN HANDLE
silver, Washington Forge Silver, Spring Lake (Stnl), n/a, 110219,  STAINLESS,FLORAL HANDLE,TEXTURED
silver, Washington Forge Silver, Spring Meadow, n/a, 110220,  STAINLESS, KOREA/JAPAN,  BURNISHED 
silver, Washington Forge Silver, Spring Time (Stnlss), n/a, 110221,  STAINLESS, KOREA    GLOSSY
silver, Washington Forge Silver, Starflyte, n/a, 110239,  STAINLESS,STARS,USA,GLOSSY
silver, Washington Forge Silver, Stockbridge (Stnls), n/a, 110222,  STAINLESS, WF, KOREA, GLOSSY 
silver, Washington Forge Silver, Teardrop (Stainless), n/a, 110223,  STAINLESS, PLAIN, GLOSSY FINISH
silver, Washington Forge Silver, Town & Country-Blue, n/a, 156156,  STAINLESS,BLUE WOOD HANDLE,RIVETS
silver, Washington Forge Silver, Town & Country-Brown/Maple (Stainless), n/a, 340194,  STAINLESS,LIGHT BROWN HANDLE,GLOSSY
silver, Washington Forge Silver, Town & Country-Brown/Walnut (Stainless), n/a, 110224,  STNLS,FLEETWOOD,DARK BROWN HDL,GLOSSY
silver, Washington Forge Silver, Town & Country-Green, n/a, 110225,  STAINLESS,GREEN WOOD HANDLE,RIVETS
silver, Washington Forge Silver, Vanderbilt, n/a, 110226,  STAINLESS, FLORAL, BLACK ACCT
silver, Washington Forge Silver, Vanderbilt (Stainless), n/a, 360389,  STAINLESS,OUTLINE,KOREA
silver, Washington Forge Silver, Ventnor (Stnls), n/a, 110227,  STAINLESS, TEXTURED, BLACK ACCT
silver, Washington Forge Silver, Violet, n/a, 156034,  STAINLESS,GOLD ACCENT,FLOWERS
silver, Washington Forge Silver, WAF1 (Stainless), n/a, 110228,  STAINLESS, WF, USA, GLOSSY 
silver, Washington Forge Silver, WAF2 (Stainless), n/a, 110233,  STAINLESS,GLOSSY,GOLD ACCENT,KOREA
silver, Washington Forge Silver, WAF3 (Stainless), n/a, 110234,  STAINLESS, USA, GLOSSY, STARS
silver, Washington Forge Silver, WAF4, n/a, 110235,  STAINLESS, JAPAN, WF, FLORAL
silver, Washington Forge Silver, WAF5 (Stainless), n/a, 110236,  STAINLESS, JAPAN,   GLOSSY
silver, Washington Forge Silver, WAF6 (Stainless), n/a, 110237,  STAINLESS, USA, WF, GLOSSY 
silver, Washington Forge Silver, WAF7 (Stainless), n/a, 110238,  STAINLESS,FLEETWOOD,ROSEWOOD HANDLE
silver, Washington Forge Silver, WAF9 (Stainless), n/a, 110240,  STAINLESS, JAPAN,   RIDGES, GLOSSY
silver, Washington Forge Silver, WAF10 (Stainless), n/a, 110229,  STAINLESS, GLOSSY,  TEXTURED FLOWERS
silver, Washington Forge Silver, WAF11 (Stainless), n/a, 110230,  STAINLESS, THAILAND, BLACK PLASTIC HDL
silver, Washington Forge Silver, WAF11 (Stainless,green), n/a, 384847,  STAINLESS,JAPAN,GREEN PLASTIC HANDLE
silver, Washington Forge Silver, WAF12 (Stainless), n/a, 110231,  STAINLESS, WF, USA, GLOSSY, STARBURSTS
silver, Washington Forge Silver, WAF13 (Stainless), n/a, 110232,  STAINLESS, WF, USA, GLOSSY, STARBURSTS
silver, Washington Forge Silver, WAF14, n/a, 117104,  STAINLESS, JAPAN,   GLOSSY
silver, Washington Forge Silver, WAF15, n/a, 146850,  STAINLESS, JAPAN, GLOSSY, THREE LINES  
silver, Washington Forge Silver, WAF16 (Stainless), n/a, 212055,  STAINLESS,CHINA,RIDGES TIP TO HEEL
silver, Washington Forge Silver, WAF17 (Stainless), n/a, 231079,  PALE PINK HANDLE,STAINLESS,CHINA
silver, Washington Forge Silver, WAF18 (Stainless), n/a, 262069,  STAINLESS,YELLOW PLASTIC HANDLE
silver, Washington Forge Silver, WAF19 (Stainless), n/a, 296083,  STAINLESS, IMITATION STAG HANDLE
silver, Washington Forge Silver, WAF20 (Stainless), n/a, 357515,  STAINLESS,CHINA,FLOWERS&AMP;SCROLLS,GLOSSY
silver, Waterford Flatware, Antique Shell (Silverplate, Hollowware), n/a, 383633,  SILVERPLATE, HOLLOWWARE
silver, Waterford Flatware, Ballet Icing (Stainless), n/a, 353170,  STAINLESS, 18/10,ROUND,OUTLINED
silver, Waterford Flatware, Ballet Ribbon (Silverplate,Hlw), n/a, 324404,  SILVERPLATE,HOLLOWWARE, RAISED RIBBON
silver, Waterford Flatware, Ballet Ribbon (Stainless), n/a, 284859,  STAINLESS,18/10,SWIRLED RIBBON,GLOSSY
silver, Waterford Flatware, Ballet Ribbon Gold (Stainless), n/a, 324353,  STNLS,18/10,GLOSSY,GOLD ACCENT RIBBON
silver, Waterford Flatware, Ballet Ribbon-Matte (Stainless), n/a, 284862,  STNLS,18/10,FROSTED,GLOSSY ACCENT RIBBON
silver, Waterford Flatware, Baron's Court (Stainless), 0826, 237810,  STAINLESS, 18/10, SCROLL EDGE
silver, Waterford Flatware, Beaded Acanthus (Silverplate,Hollowware), n/a, 407577,  SILVERPLATE, HOLLOWWARE
silver, Waterford Flatware, Carina (Stainless), 0683, 189956,  STAINLESS, 18/10, GLOSSY
silver, Waterford Flatware, Carina-Matte (Stainless), 0684, 189957,  STAINLESS,18/10, FROSTED HDL, GLOSSY BWL
silver, Waterford Flatware, Carleton (Stainless), 0536, 112858,  STAINLESS, 18/10, GLOSSY 
silver, Waterford Flatware, Carleton Gold (Stainless, Gold Accent), 0543, 112857,  STAINLESS, 18/10, GLOSSY, GOLD ACCENT
silver, Waterford Flatware, Celtic Braid (Stainless), 0635, 148573,  STAINLESS,18/10,GLOSSY
silver, Waterford Flatware, Celtic Braid Gold-Matte (Stnl,Gold Acct), 0642, 148578,  STNLS,18/10,FROST HDL,GOLD ACC BRAIDS
silver, Waterford Flatware, Celtic Braid-Matte (Stainless), 0641, 148577,  STAINLESS,18/10,FROST HDL
silver, Waterford Flatware, Chippendale (Silverplate, Hollow,Emb), W354, 375041,  SILVERPLATE, HOLLOWWARE, EMBOSSED
silver, Waterford Flatware, Classic (Silverplate, Hollowware), n/a, 324412,  SILVERPLATE, HOLLOWWARE ONLY
silver, Waterford Flatware, Classic (Sterling), n/a, 295864,  STERLING,OUTLINE,GLOSSY,PLAIN
silver, Waterford Flatware, Colleen (Stainless), 0454, 237811,  STAINLESS, 18/10, BANDS, ROUND HANDLE
silver, Waterford Flatware, Conover (Stainless), n/a, 294341,  STAINLESS,18/10,ARCS AT TIP,LINES HEEL
silver, Waterford Flatware, Dakota (Silverplate), n/a, 413193,  SILVERPLATE,GIFTWARE,LEATHER FRAME
silver, Waterford Flatware, Duncannon (Stainless), 0723, 189958,  STAINLESS, 18/10, SHELL TIP
silver, Waterford Flatware, Gadroon (Hollowware), W318, 375024,  HOLLOWWARE,GADROON BORDER
silver, Waterford Flatware, Garland Romance (Hollowware), n/a, 321949,  HOLLOWWARE,GARLAND
silver, Waterford Flatware, Garland Romance (Stainless), n/a, 321948,  STAINLESS,GARLAND HANDLES
silver, Waterford Flatware, Glenridge (Stainless), 0813, 237808,  STAINLESS, OUTLINED, FLAT TIP
silver, Waterford Flatware, Grafton Street (Stainless), n/a, 294343,  STAINLESS,18/10,ROUND MULTISIDE HANDLE
silver, Waterford Flatware, Greenwich (Stainless), 0780, 198794,  STAINLESS,TOWN/COUNTRY,18/10,PANELS
silver, Waterford Flatware, Jaipur (Hollowware), n/a, 321924,  HOLLOWWARE
silver, Waterford Flatware, Jaipur (Stainless), n/a, 321947,  STAINLESS,GEOMETRIC 
silver, Waterford Flatware, Kells (Stainless), 0521, 112860,  STAINLESS, 18/10, KOREA, GLOSSY, WEAVE
silver, Waterford Flatware, Kells Gold (Stainless, Gold Accent), 0527, 112859,  STAINLESS, 18/10, KOREA, GOLD WEAVE
silver, Waterford Flatware, Keswick, n/a, 289175,  SILVERPLATE,OUTLINE EDGE,CATHEDRAL TIP
silver, Waterford Flatware, Kilbarry (Stainless), 0804, 204238,  STAINLESS, 18/10, STRAIGHT BAND AT TIP
silver, Waterford Flatware, Lisette (Stainless), n/a, 324401,  STAINLESS,18/10,FLORAL TIP
silver, Waterford Flatware, Lisette Matte (Stainless), n/a, 324403,  STAINLESS,FLORAL,GLOSSY TIP,FROSTED
silver, Waterford Flatware, Lismore (Silverplate, Hollowware), n/a, 348635,  SILVERPLATE, HOLLOWWARE ONLY
silver, Waterford Flatware, Lismore (Stainless), 0572, 129242,  STAINLESS, 18/10, GLOSSY
silver, Waterford Flatware, Lismore Bead (Silverplate,Holloware), n/a, 398492,  SILVERPLATE,HOLLOWARE,BEADED EDGE
silver, Waterford Flatware, Lismore Bead (Stainless), n/a, 399153,  STAINLESS,18/10,DOTS ON TIP&AMP;HEEL
silver, Waterford Flatware, Lismore Essence (Stainless), n/a, 418453,  STAINLESS,RIBBON ON HANDLE,POINTED TIP
silver, Waterford Flatware, Lismore Gold (Stainless, Gold Accent), 0575, 129245,  STNLS,18/10,GLOSSY,GOLD ACCENT LINES
silver, Waterford Flatware, Lismore Nouveau (Stainless), n/a, 307011,  STAINLESS,18/10,DIAMOND HEEL&AMP;TIP,FLATTIP
silver, Waterford Flatware, Merrill (Silverplate, Hollowware), n/a, 324410,  SILVERPLATE, HOLLOWWARE ONLY
silver, Waterford Flatware, Merrill (Stainless), 0843, 228969,  STAINLESS, 18/10, CENTER RIDGE
silver, Waterford Flatware, Misc Silverplate Hollowware, n/a, 289229,  SILVERPLATE, HOLLOWWARE ONLY
silver, Waterford Flatware, Misc Sterling Hollowware, n/a, 289232,  STERLING, HOLLOWWARE ONLY
silver, Waterford Flatware, Mont Clare (Stainless), n/a, 270370,  STAINLESS,18/10,RIDGED HANDLE,FLARE TIP
silver, Waterford Flatware, Newgrange (Stainless), 0474, 276659,  STAINLESS,RIBBED,SCROLL BAND,18/10
silver, Waterford Flatware, Normandy (Stainless), 0798, 198795,  STAINLESS,TOWN/COUNTRY,CURVED HANDLE
silver, Waterford Flatware, Padova (Stainless), n/a, 296679,  STAINLESS,18/10,DOTTED BANDS TIP&AMP;HEEL
silver, Waterford Flatware, Powerscourt (Silverplate, Hollowware), n/a, 324411,  SILVERPLATE, HOLLOWWARE ONLY
silver, Waterford Flatware, Powerscourt (Stainless), 0529, 112862,  STAINLESS,18/10,GLOSSY
silver, Waterford Flatware, Powerscourt (Sterling), n/a, 324219,  STERLING, GLOSSY, USA
silver, Waterford Flatware, Powerscourt (Sterling, Hollowware), n/a, 324458,  STERLING, HOLLOWWARE ONLY
silver, Waterford Flatware, Powerscourt Gold (Stainless,Gold Accent), 0535, 112861,  STAINLESS,18/10,GLOSSY, GOLD ACC
silver, Waterford Flatware, Powerscourt-Matte (Stainless), 0643, 148581,  STAINLESS, 18/10,FROSTED HDL,GLOSSY BWL
silver, Waterford Flatware, Russborough (Stainless), 0757, 189959,  STAINLESS,18/10,GLOSSY
silver, Waterford Flatware, Russborough-Matte (Stainless), 0760, 189960,  STNLS, 18/10, FROSTED HDL, GLOSSY BWL
